row_id	RENCA.CTL.LAWSON..Gene..Statistic.Value	EMT6.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.LAWSON..Gene..Statistic.Value	X4T1.CTL.LAWSON..Gene..Statistic.Value	CT26.CTL.LAWSON..Gene..Statistic.Value	MC38.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.KEARNEY..Gene..Statistic.Value	MC38.CTL.KEARNEY..Gene..Statistic.Value	B16.CTL.PRFKO.KEARNEY..Gene..Statistic.Value	MDAMB231.CART.HER2.KEARNEY..Gene..Statistic.Value	MC38.NK.KEARNEY..Gene..Statistic.Value	MC38.CTL.PD1.KEARNEY..Gene..Statistic.Value	MC38.CTL.IgG.KEARNEY..Gene..Statistic.Value	MART1.CTL.LIBA.VRED..Gene..Statistic.Value	MART1.CTL.LIBB.VRED..Gene..Statistic.Value	K562.NK1_1.PECH..Gene..Statistic.Value	K562.NK2_5.PECH..Gene..Statistic.Value
TAF1C	-0.51	1.21	0.85	1.16	0.82	-0.66	-0.858855940608655	-0.52532108817725	-1.89205239636293	0.671409020510348	-1.28419995771473	-2.49134634154854	-0.982527585053696	0.041865	-1.1897	-2.41417697759009	-2.53781792687093
KLF11	0.36	-1.01	-0.31	1.18	-0.93	-1.65	-2.34691446108586	-1.63125748598729	-2.39582512396869	0.0907641457056026	0.639619502899089	-0.546619746510984	-0.74594605957844	-1.3453	0.67207	-2.32514889347748	-2.27439912526446
RAF1	0.37	-1.92	0.29	-3.3	-4.63	0.83	-0.968008749547828	-1.08464255394392	-0.610334873782542	1.71394950495711	-0.732079574420881	-0.524630614884974	-0.51238726787536	0.12737	1.2532	-2.77419792132508	-2.33078688528332
EAPP	0.35	-0.61	0.53	0.73	1.13	NA	-0.736444880686454	-1.13122595559657	-0.480516744017461	-1.66999678347552	-2.95502866642326	-2.94040830650864	-1.54050214644197	0.38685	-1.8076	-0.259745620459287	-1.06084576519967
NAA15	0.33	-1.42	-1.66	NA	1.09	0.07	-0.798948973727131	-1.0058660695842	-1.55691781160196	2.65393139785346	2.51426726998525	-2.91956525495454	-3.33259529202206	0.091578	0.26105	-3.17307414306211	-3.30214048723271
ACTA2	0.31	0.89	-0.75	-1.22	1.64	-2.03	-1.78730627740672	2.22092561464662	-0.591538002683739	-2.56956597706052	-2.30683536327192	-0.80656004667419	1.07057626578352	1.1053	-0.53105	-2.76540592956906	-2.70945424503889
METTL1	0.31	-2.65	1.1	NA	-0.05	-1.29	-2.07334697400961	1.73404555829723	-3.05131685228348	0.503119866370747	1.41395198784829	-2.49542597969097	-2.45006103766554	0.54324	2.9804	1.90136668537331	-0.409462883334208
BCL2	-0.48	-0.74	0.97	0.75	-4.76	-0.14	0.882474987616189	-2.34137224917616	-1.9496152028465	-2.954890541749	-0.235629732226098	0.895949004143511	-1.76296732949793	-0.3344	0.21507	1.91890782627653	-0.784238803966265
DAXX	0.29	2.64	-3.79	0.86	-1.65	-0.56	-1.20723929869597	1.06543306623211	-1.86039260623623	-2.83765693241587	1.68043865737867	0.472626041516021	2.22770789807037	-0.66728	0.36069	-0.535621740924379	-1.72813513301303
FANCF	-0.47	-0.18	-0.79	0.27	-0.1	0.63	0.212060288860003	0.583168313121513	-0.868866782858139	-3.58231713623285	0.633572273934433	0.170903047959089	-1.52182873281791	-0.81734	-1.4002	-2.40551248763457	-2.8284637346635
LMF1	-0.44	2.13	-2.35	1.61	0.39	1.76	-2.60469528834386	0.142177251385463	0.72072293259297	1.92207755364789	1.97145373426998	-2.729783140747	0.19649850844433	0.31572	0.48359	0.258138525250632	-2.11195860478071
TUBGCP2	-0.44	-1.2	1.26	-0.98	-1.16	0.8	-0.798948973727131	2.3280245520009	-1.81924539512431	-1.325594647839	-0.766632578416325	-2.02569548174627	-2.53060499466067	-0.31572	0.00035911	-3.09791700304133	-2.19894265639297
EFCAB12	0.18	-2.27	-2.45	-0.97	-3.2	-0.04	-0.211086210800448	2.61232013218392	-0.314844134573389	-2.03353996666181	-2.04610541861554	1.22270801138201	-0.303984106138519	0.69248	-0.627	-0.913651492738894	-2.4514043513545
NCAPH2	-0.37	0.91	-0.34	-1.33	-0.94	1.95	-0.479588535425133	-1.826985164615	-1.77512045622779	-0.250061226921101	-0.402114176540172	1.51088403151689	1.54287956429938	-1.2207	-0.13511	-3.98108988575787	-2.45172821582362
PITPNB	-0.38	0.34	1.19	1.16	0.55	-0.3	-2.41953886470986	1.61014593975244	1.72177657267285	-1.53642573101576	-1.89935359896508	-3.05783808461653	1.27468714114836	-1.5577	-0.17211	-0.919526980583483	-0.644548219351589
CKAP2	-0.38	-2.2	0.59	-0.26	1.11	-1.03	-0.718320001869016	-2.38113042174273	-1.64685428622144	1.10860643705849	-1.77415206901916	-1.12464381283208	-1.37784872079614	-1.4058	-1.92	-0.167800791248564	0.197137421334561
DFFA	-0.38	0.32	2.59	1.34	-1.16	-0.38	-2.49551059241208	-3.01105697286583	-0.922745209119447	-2.55009360438543	2.36929151329686	-0.715856436672967	-2.47094113174923	1.3294	0.9949	1.98698553351627	1.72409884816271
CSNK2B	0.17	4.11	-1.4	0.57	-2.25	0.9	-0.956024216392307	0.128921201873277	-0.724824016624354	-2.03353996666181	-1.13365331420554	1.14285210733405	-0.856104463440717	-0.64329	0.29791	-3.70822155818492	-2.32331940733424
VGF	0.13	0.59	0.11	0.51	1.14	0.69	-1.04934361310182	-2.65584485786278	-1.95755714633928	0.274708760650733	-0.121771481880845	-1.21774734332574	-2.42415629877296	-0.90925	0.13821	-0.0922744345102795	-2.14159607325055
FAM43B	0.14	-2.26	-0.11	-0.46	-1.12	-1.38	-0.0764765119354561	-2.49875625412367	0.515991995240618	-0.349918317052621	0.077632989168478	0.385428460305644	0.908981293935882	-0.1067	0.34709	1.13919938987784	-0.579369321274075
RAC3	-0.39	-0.29	-2.28	-0.57	-0.21	-1.44	-2.48460295200994	-0.369251865508906	1.71586911857488	-2.6338048556098	2.11025961620623	-1.29001341612763	0.984112909923291	-0.54005	-0.82328	-1.51325066162755	-2.39046615463612
TFDP1	0.15	-1.37	-0.28	-0.33	0.82	-0.28	-0.332515549811394	1.34243806346169	-1.17030065103861	-2.43435392503806	-1.36453896316787	0.859109693142474	-0.117959182078083	-0.10183	-0.76042	-3.06941281112279	-2.68130336450223
NAA16	0.15	-2.1	-1.91	-0.91	-2.24	1.98	0.346136678111203	1.76969477972576	-0.47866073984871	-2.20357850985333	-1.94907892553966	0.528604266492192	-1.08027441357472	0.1742	0.46256	-0.67216289481997	-1.44411723776175
MIDN	0.11	3.95	0.85	0.63	-0.88	-1.11	NA	NA	NA	0.497721999322845	NA	NA	NA	-1.4495	-1.7728	-4.16017775612891	-2.31232100473089
TICRR	-0.32	-2.53	-0.26	NA	-2.7	0.8	-0.742177168168798	-1.28862640238587	0.430818976996713	-2.37941801068627	-0.866638704091775	0.568169322423968	0.371882950161474	-0.77848	0.066274	2.82961532847818	1.47804400573096
PQLC3	-0.33	-0.5	1.02	1.48	1.02	-0.21	-2.58644373873631	0.946409032805515	-1.78138240890512	-2.26986129738374	-0.447353284339744	-3.27424689783223	-1.37692964734758	0.85426	0.23217	1.16056216329829	0.285449224177559
MAD2L2	0.12	1.39	-2.37	0.14	-2.33	0.48	NA	NA	NA	0.595005192647645	NA	NA	NA	-0.44236	-0.30445	-2.95169004241031	-1.29158760156747
CXXC1	-0.31	-1.92	-3.57	4.78	-0.47	1.09	-0.926088480507388	-1.91036681869723	-2.08757709439884	2.26677457589215	-1.80309051834091	-1.36332533775973	0.821046117406402	-1.5058	-0.98147	-0.981674970541816	0.439526617015916
BYSL	-0.28	1.52	-2.53	0.74	-2.09	NA	-0.510872983414942	0.400810021534198	1.66599706006065	-2.49808003076027	0.964091607406935	-0.991544037720035	1.06902145913329	0.16453	-0.0098569	1.56903407240868	-2.08242134984472
NLN	-0.3	-0.43	-0.43	-0.45	-0.5	1.48	-0.807914158675527	-1.84819595766809	-1.02496436963005	-0.459047578265556	-2.39237344584427	-2.28419624771866	-2.53237115024756	-0.18133	0.43081	-2.53557152565955	-0.94448864832416
ICA1L	0.1	-0.96	-2.31	-1.09	1.93	-1.78	-1.08058895006134	-2.70836310707445	-1.74836987978295	0.221170086536323	-1.89935359896508	-1.14932983549465	-2.14880324587884	-0.73198	0.75056	1.41265904164099	-1.02746831031655
CCDC47	0.1	-2.49	0.18	0.27	-0.4	-2.31	-0.639804048884228	-1.26441809913264	0.701581808037363	-1.57843373605136	1.11768863112184	-1.98843139033019	-2.02151965305694	-1.9131	-0.098339	-2.48959148373637	-2.12002425345847
CYBRD1	0.08	1.32	1.04	-0.44	-1.44	1.01	-1.6279098618901	1.39805017654833	-2.14986367097375	0.204708345146412	-2.2490706738211	-2.03449214284218	-2.25777003986249	-1.4534	-1.0713	-1.89256306110861	-1.79527434782328
MEDAG	-0.26	-1.09	0.1	1.45	3.45	0.75	-2.38314996687717	-1.40251337278579	1.25913935966323	0.0108037780323919	0.602441939677413	-3.15321649073405	-1.43216711705882	-1.2165	-2.1307	1.36113193242199	-1.8496916824312
PIGT	-0.24	-3.26	-0.37	-2.91	-3.31	0.43	-1.40420437315694	1.59593189310107	-3.18955910121247	0.530392247456239	-0.0179484220680883	-2.07879713875418	-1.15146739852349	-0.36893	0.53796	-0.975121489879261	0.243549169170854
SRM	-0.22	-5.54	-0.06	-1.98	-5.8	-2.15	-0.0177227896379121	1.29082029113104	0.191109250960643	-0.965249218737199	-2.38064836666945	0.78314835219296	-0.834818336560066	0.30583	1.0653	2.29718883101867	-0.18582754876967
PAX5	0.04	0.41	0.66	-0.88	0.88	2.05	-2.23459422993745	-1.66442263400967	-1.94186042054888	-2.29338238264847	-1.17005210752954	1.04782335509666	-0.705305722521362	-0.37993	0.43648	1.23852893510168	-1.12908969025572
KIF18B	-0.16	2.17	1	-0.07	-2	3.88	2.46016281125209	-2.36710181582532	0.196319627219439	-2.26338445770565	-1.01606171257798	1.06782380031951	1.63022477292699	-0.47406	-1.3209	1.04267249684604	-0.0466150963033918
HSPA4	-0.18	-3.95	0.54	-0.49	-0.57	-1.08	-2.09348367345554	-0.411480823260749	-2.1219492501892	-0.116217711652306	-2.22104372499507	-0.24944057821683	1.8449693315177	-2.1977	-0.20926	1.42220068495969	-0.381327837490769
LELP1	-0.19	0.65	-1.59	0.56	0.59	-0.04	-2.44622719464779	1.37044510595405	-1.76620179515229	-0.955707563889102	1.49171452376411	-1.14265947884856	-2.55847625392139	0.63788	0.49381	-0.0897825692065107	-1.51053878709278
EIF5	-0.19	0.37	-0.11	0.21	0.01	0.82	0.488522207067655	0.0909906757443533	-0.251820255655062	-3.12228356534252	0.536460974987138	1.78765305540864	-3.21213597637049	-0.10544	1.2157	-3.91130173105119	-2.35090926396559
GNE	-0.1	-0.14	1.72	-0.56	-2.76	-0.14	0.0315887689513377	-0.354185325865499	-0.394732926646927	-0.275151300377595	2.50588887828711	1.88213270363574	-1.25720337916598	0.43318	-1.9186	-3.36767099718602	-3.82570191835175
EMC7	-0.05	-2.62	-0.83	2.22	-2.59	-0.48	0.150386109061242	-1.02301659405737	-0.392647298926953	-1.29958279388581	-1.89935359896508	0.654701436816537	-0.789397014985422	-0.56402	-0.44279	2.51325156228566	-0.243368427302846
CLTA	-0.03	-4.46	-1.07	-2.18	0.81	-0.81	-0.19790422306587	0.0700674175135863	-0.161804257786982	-1.83249302489144	-0.890718886514953	0.705145007467222	-0.883215219610785	0.22115	-1.6572	-2.63158341999658	-2.89953216386633
CACNG7	-0.04	1.31	0.86	-0.48	-0.15	-1.76	-1.10444534468643	-1.61107213932466	0.15241452705853	-2.56956597706052	-1.36453896316787	-2.71043015116267	0.783966103636776	1.2493	0.55687	-0.485305013050317	-1.6604696926881
RPS20	NA	-2.45	0.26	NA	-1.19	NA	-0.216343504799931	-0.291956347744738	-0.657872597679061	0.211983380656812	0.910421999638696	-1.60124800586749	-2.60559065198365	0.38019	-0.69789	-1.68940418266169	-1.48407886296772
RAD9A	NA	1.84	-1.55	NA	-2.8	NA	-1.92722175414527	-0.770370748428962	-3.26332799978735	-0.957965808645551	0.168970303339276	-2.17599011114006	-1.55529427591028	-0.80906	0.3972	0.668742110777083	-1.41998516495302
WDR82	NA	NA	-2.17	NA	1.2	1.26	0.720203027746771	-0.591806753954307	-0.442869679073666	-0.245692859625683	-2.04026438540196	-0.923244122533503	-2.31472475711243	-0.95054	-0.79608	0.0253196506537863	0.240219625638193
CDK7	NA	NA	1.77	0.77	0.19	NA	-0.668648071505528	1.22988545936565	-2.68421655202233	-0.568611233018461	-2.18684282462455	-2.72994964609315	0.146001758781244	-0.32665	-0.48654	-1.85697999699138	-2.34221633224338
SCO2	NA	NA	NA	NA	NA	NA	-2.87051789549253	-2.41133137075262	-1.04812721291004	-0.156092639598648	-1.18757726318858	0.210035456392223	-2.27078494111828	0.67883	-0.0023809	-0.950535942209082	-0.610395271032153
GEMIN5	NA	NA	NA	NA	NA	NA	-0.489030646750193	2.0028443299985	-1.51435431353508	-2.41470403702102	-0.420144357611167	-1.99878150281571	-2.3249992556911	1.3605	-1.2078	-0.899098869900845	-1.43860665410354
VMA21	NA	NA	NA	NA	NA	NA	0.221298522937338	1.44731042728006	-2.24140272760495	1.75593211829892	-0.866638704091775	0.0486728660416606	-1.30933174763079	-1.0733	-0.8259	-2.75098700661308	-3.7910694486367
NUTF2	NA	NA	NA	NA	NA	NA	0.130741249511351	0.085982913462089	-0.201970226898118	-1.89510871731545	-3.0460620248123	-1.02195964643983	-1.41212214265643	-0.102	-0.71898	-2.55217738624711	-0.925780621298422
